,Race_Name,Category,Number_stages
0,Santos Tour Down Under 2012,WT,6
1,Paris - Nice 2012,2.UWT,8
2,Tirreno-Adriatico 2012,WT,7
3,Milano-Sanremo 2012,WT,1
4,Volta Ciclista a Catalunya 2012,WT,7
5,E3 Prijs Vlaanderen 2012,WT,1
6,Gent - Wevelgem 2012,WT,1
7,Ronde van Vlaanderen / Tour des Flandres 2012,WT,1
8,Vuelta Ciclista al Pais Vasco 2012,2.UWT,6
9,Paris - Roubaix 2012,WT,1
10,Amstel Gold Race 2012,WT,1
11,La Flèche Wallonne 2012,WT,1
12,Liège - Bastogne - Liège 2012,WT,1
13,Tour de Romandie 2012,WT,6
14,Giro d'Italia 2012,WT,21
15,Critérium du Dauphiné 2012,WT,8
16,Tour de Suisse 2012,WT,9
17,Tour de France 2012,WT,21
18,Tour de Pologne 2012,WT,7
19,Eneco Tour 2012,2.UWT,7
20,Clasica Ciclista San Sebastian 2012,WT,1
21,Vuelta a España 2012,WT,21
22,Vattenfall Cyclassics 2012,WT,1
23,GP Ouest France - Plouay 2012,WT,1
24,Grand Prix Cycliste de Quebec 2012,WT,1
25,Grand Prix Cycliste de Montréal 2012,WT,1
26,Il Lombardia 2012,WT,1
27,Tour of Beijing 2012,WT,5
28,UCI TTT World Championships Men 2012,WC,1
29,UCI TTT World Championships Women 2012,WC,1
30,World Championships MJ - ITT 2012,WC,1
31,World Championships U23 - ITT 2012,WC,1
32,World Championships WE - ITT 2012,WC,1
33,World Championships WJ - ITT 2012,WC,1
34,World Championships - ITT 2012,WC,1
35,World Championships WJ - Road Race 2012,WC,1
36,World Championships U23 - Road Race 2012,WC,1
37,World Championships - Road Race 2012,WC,1
38,World Championships MJ - Road Race 2012,WC,1
39,National Championships South Africa - ITT 2012,NC,1
40,National Championships South Africa - Road Race 2012,NC,1
41,Tour du Cameroun 2012,2.2,8
42,Tour d'Algérie 2012,2.2,5
43,Circuit d\'Alger 2012,1.2,1
44,Tour du Maroc 2012,2.2,10
45,National Championships Namibia - Road Race 2012,NC,1
46,National Championships Namibia - ITT 2012,NC,1
47,Les Challenges Phosphatiers-Challenge Khouribga 2012,1.2,1
48,Les Challenges Phosphatiers-Challenge Youssoufia 2012,1.2,1
49,Les Challenges Phosphatiers-Challenge Ben Guerir 2012,1.2,1
50,La Tropicale Amissa Bongo 2012,2.1,6
51,Challenge Du Prince - Trophée Princier 2012,1.2,1
52,Challenge du Prince - Trophée de l'Anniversaire 2012,1.2,1
53,Challenge Du Prince - Trophée de la Maison Royale 2012,1.2,1
54,Tour of Eritrea 2012,2.2,5
55,National Championships Tunisia - ITT 2012,NC,1
56,Kwita Izina Cycling Tour 2012,2.2,3
57,National Championships Burkina Faso - Road Race 2012,NC,1
58,National Championships Algeria - ITT 2012,NC,1
59,National Championships Algeria - Road Race 2012,NC,1
60,National Championships Eritrea - ITT 2012,NC,1
61,National Championships Morocco - ITT 2012,NC,1
62,National Championships Eritrea - Road Race 2012,NC,1
63,National Championships Morocco - Road Race 2012,NC,1
64,National Championships Tunisia - Road Race 2012,NC,1
65,National Championships Uganda - Road Race 2012,NC,1
66,Grand Prix Chantal Biya 2012,2.2,4
67,Tour du Faso 2012,2.2,10
68,National Championships Rwanda - Road Race 2012,NC,1
69,African Continental Championships TTT 2012,CC,1
70,African Continental Championships - ITT 2012,CC,1
71,African Continental Championships - Road Race 2012,CC,1
72,Tour of Rwanda 2012,2.2,9
73,Tour de Langkawi 2012,2.HC,10
74,Tour de Taiwan 2012,2.1,7
75,Princess Maha Chakri Sirindhorn's Cup Tour of Thailand 2012,2.2,6
76,Le Tour de Filipinas 2012,2.2,4
77,Tour de Korea 2012,2.2,8
78,Tour of Borneo 2012,2.2,5
79,National Championships Japan - Road Race 2012,NC,1
80,Jelajah Malaysia 2012,2.2,6
81,International Azerbaïjan Tour 2012,2.2,6
82,Tour of Japan 2012,2.2,6
83,Tour de Kumano 2012,2.2,4
84,Tour of Singkarak 2012,2.2,7
85,National Championships Japan - ITT 2012,NC,1
86,Polygon Tour de Jakarta 2012,1.2,1
87,National Championships Israel - ITT 2012,NC,1
88,National Championships Kazakhstan - ITT 2012,NC,1
89,National Championships Uzbekistan - ITT 2012,NC,1
90,National Championships Israel - Road Race 2012,NC,1
91,National Championships Kyrgyzstan - ITT 2012,NC,1
92,National Championships Malaysia - ITT 2012,NC,1
93,National Championships Singapore - ITT 2012,NC,1
94,National Championships Hong Kong - Road Race 2012,NC,1
95,National Championships Kazakhstan - Road Race 2012,NC,1
96,National Championships Kyrgyzstan - Road Race 2012,NC,1
97,National Championships Malaysia - Road Race 2012,NC,1
98,National Championships Singapore - Road Race 2012,NC,1
99,National Championships South Korea - Road Race 2012,NC,1
100,National Championships Uzbekistan - Road Race 2012,NC,1
101,Tour of Qinghai Lake 2012,2.HC,13
102,Tour of East Java 2012,2.2,4
103,Tour of China I 2012,2.1,6
104,Tour de Hokkaido 2012,2.2,3
105,Tour of China II 2012,2.1,6
106,Butra Heidelberg Cement Tour dé Brunei 2012,2.2,5
107,National Championships India - ITT 2012,NC,1
108,National Championships India - Road Race 2012,NC,1
109,Tour of Hainan 2012,2.HC,9
110,Japan Cup Cycle Road Race 2012,1.HC,1
111,Tour of Taihu Lake 2012,2.1,8
112,Tour of Fuzhou 2012,2.2,3
113,Tour de Okinawa 2012,1.2,1
114,Banyuwangi Tour de Ijen 2012,2.2,3
115,ADC Tour of Vietnam 2012,2.2,5
116,Grand Prix Cycliste La Marseillaise 2012,1.1,1
117,Etoile de Bessèges 2012,2.1,6
118,GP Costa Degli Etruschi 2012,1.1,1
119,Trofeo Palma de Mallorca 2012,1.1,1
120,Trofeo Migjorn 2012,1.1,1
121,Trofeo Deià 2012,1.1,1
122,Tour Méditerranéen Cycliste Professionnel 2012,2.1,4
123,Giro della Provincia di reggio Calabria 2012,2.1,2
124,Volta ao Algarve 2012,2.1,5
125,Tour Cycliste International du Haut Var 2012,2.1,2
126,Trofeo Laigueglia 2012,1.1,1
127,Omloop Het Nieuwsblad 2012,1.HC,1
128,Gp Citté di Lugano 2012,1.1,1
129,Beverbeek Classic 2012,1.2,1
130,Ster van Zwolle 2012,1.2,1
131,Kuurne-Bruxelles-Kuurne 2012,1.1,1
132,Les Boucles du Sud Ardèche - Souvenir F. Delpech 2012,1.1,1
133,Gp Samyn 2012,1.1,1
134,Driedaagse van West-Vlaanderen 2012,2.1,3
135,Vuelta ciclista a la region de Murcia 2012,2.1,2
136,Montepaschi Strade Bianche - Eroica Toscana 2012,1.1,1
137,Grand Prix De La Ville De Lillers Souvenir Bruno C 2012,1.2,1
138,Trofeo Zssdi - Unione dei Circoli sportivi 2012,1.2,1
139,Dwars door Drenthe 2012,1.1,1
140,Albert Achterhes Pet Ronde van Drenthe 2012,1.1,1
141,Dorpenomloop Rucphen 2012,1.2,1
142,Omloop van het Waasland 2012,1.2,1
143,Paris-Troyes 2012,1.2,1
144,Porec Trophy - Trofej Porec 2012,1.2,1
145,Trofeo Franco Balestra Memorial Metelli 2012,1.2,1
146,Nokere-Koerse 2012,1.1,1
147,Istarsko proljece - Istrian Spring Trophy 2012,2.2,4
148,Handzame Classic 2012,1.1,1
149,Classic Loire Atlantique 2012,1.1,1
150,Cholet-Pays de Loire 2012,1.1,1
151,Gran Premio San Giuseppe 2012,1.2,1
152,La Roue Tourangelle Région Centre - Classic Loire Touraine Vignobles & Chateaux 2012,1.2,1
153,Tour de Normandie 2012,2.2,8
154,Settimana Internazionale Coppi e Bartali 2012,2.1,6
155,Dwars door Vlaanderen 2012,1.1,1
156,Volta ao Alentejo/Crédito Agrícola Costa Azul 2012,2.2,4
157,Critérium International 2012,2.HC,3
158,Driedaagse De Panne-Koksijde 2012,2.HC,4
159,Route Adélie de Vitré 2012,1.1,1
160,Le Triptyque des Monts et Châteaux 2012,2.2,4
161,Gran Premio Miguel Indurain 2012,1.HC,1
162,Volta Limburg Classic 2012,1.1,1
163,Flèche d'Emeraude - Saint Malo 2012,1.1,1
164,Grand Prix de la Ville de Nogent-sur-Oise 2012,1.2,1
165,Trofeo Piva Banca Popolare di Vicenza 2012,1.2U23,1
166,Circuit cycliste Sarthe - Pays de la Loire 2012,2.1,5
167,Scheldeprijs 2012,1.HC,1
168,Grand Prix of Sochi 2012,2.2,5
169,Grand Prix Pino Cerami 2012,1.1,1
170,Circuit des Ardennes International 2012,2.2,4
171,Klasika Primavera de Amorebieta 2012,1.1,1
172,Rund um Köln 2012,1.1,1
173,Dwars door het Hageland 2012,1.2,1
174,Giro del Belvedere 2012,1.2U,1
175,Paris-Camembert 2012,1.1,1
176,GP Palio del Recioto 2012,1.2U,1
177,De Brabantse Pijl - La Flèche Brabançonne 2012,1.HC,1
178,Tour du Loir-et-Cher 'E. Provost' 2012,2.2,5
179,GP de Denain Porte du Hainaut 2012,1.1,1
180,Vuelta a Castilla y Leon 2012,2.1,3
181,Tour du Finistère 2012,1.1,1
182,Liège - Bastogne - Liège U23 2012,1.2U,1
183,Trofeo Edil C 2012,1.2,1
184,Giro dell'Appennino 2012,1.1,1
185,Tro-Bro Léon 2012,1.1,1
186,Grand Prix of Donetsk 2012,1.2,1
187,Zellik - Galmaarden 2012,1.2,1
188,Giro del Trentino 2012,2.HC,4
189,Grand Prix of Adygeya 2012,2.2,5
190,Arno Wallaard Memorial 2012,1.2,1
191,Banja Luka - Belgrade I 2012,1.2,1
192,Presidential Cycling Tour of Turkey 2012,2.HC,8
193,Vuelta Ciclista a La Rioja 2012,1.1,1
194,Banja Luka-Belgrade II 2012,1.2,1
195,Ronde van Noord-Holland 2012,1.2,1
196,Val d\'Ille U Classic 35 - Souvenir Julien 2012,1.2,1
197,Gran Premio della Liberazione 2012,1.2U,1
198,Le Tour de Bretagne Cycliste - Trophée des Granitiers 2012,2.2,7
199,Vuelta Asturias Julio Alvarez Mendo 2012,2.1,4
200,GP Industria & Artigianato 2012,1.1,1
201,Giro della Toscana 2012,1.1,1
202,GP Industrie del Marmo 2012,1.2,1
203,Himmerland Rundt 2012,1.2,1
204,Paris - Mantes-en-Yvelines 2012,1.2,1
205,Rutland - Melton International CiCLE Classic 2012,1.2,1
206,Rund um den Finanzplatz Eschborn-Frankfurt 2012,1.HC,1
207,Grote Prijs 1 Mei - Ereprijs Victor de Bruyne 2012,1.2,1
208,Mayor Cup 2012,1.2,1
209,Memorial Andrzeja Trochanowskiego 2012,1.2,1
210,Rund um den Finanzplatz Eschborn-Frankfurt 2012,1.2U,1
211,Trofeo Papà Cervi Coppa 1° Maggio 2012,1.2,1
212,Giro della Regione Friuli Venezia Giulia 2012,2.2,5
213,Memorial of Oleg Dyachenko 2012,1.2,1
214,Carpathia Couriers Paths 2012,2.2U,4
215,Grand Prix of Moscow 2012,1.2,1
216,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2012,2.HC,5
217,Szlakiem Grodòw Piastowskich 2012,2.1,4
218,Grand Prix Dobrich I 2012,1.2,1
219,Ronde van Overijssel 2012,2.2,2
220,Vuelta a la Comunidad de Madrid 2012,2.1,2
221,Five Rings of Moscow 2012,2.2,5
222,Circuit de Wallonie 2012,1.2,1
223,Circuito del Porto - Trofeo Arvedi 2012,1.2,1
224,Grand Prix Dobrich II 2012,1.2,1
225,Omloop der Kempen 2012,1.2,1
226,Heydar Aliyev Anniversary Tour 2012,2.2U,5
227,Rhône-Alpes Isère Tour 2012,2.2,4
228,Tour of Malopolska 2012,2.2,3
229,Tour de Picardie 2012,2.1,3
230,Scandinavian Race in Uppsala 1909-2012 2012,1.2,1
231,Rogaland GP 2012,1.1,1
232,Royal Smilde Olympia’s Tour 2012,2.2,7
233,National Championships Austria - ITT 2012,NC,1
234,Circuit de Lorraine Professionnel 2012,2.1,5
235,Glava Tour of Norway 2012,2.1,5
236,Flèche du Sud 2012,2.2,5
237,International Tour of Hellas 2012,2.2,5
238,Ronde van Limburg 2012,1.2,1
239,Tour de Berlin 2012,2.2U,5
240,Jurmala GP 2012,1.1,1
241,Sparkassen Neuseenclassics - Rund um die Braunkohle 2012,1.1,1
242,An Post Ras 2012,2.2,8
243,Grand Prix Criquielion 2012,1.2,1
244,Bayern-Rundfahrt 2012,2.HC,5
245,Tour of Belgium 2012,2.HC,5
246,Tour of Trakya 2012,2.2,4
247,Tallinn-Tartu Grand Prix 2012,1.1,1
248,Grand Prix de Plumelec-Morbihan 2012,1.1,1
249,SEB Tartu Grand Prix 2012,1.1,1
250,Tour de Gironde 2012,2.2,3
251,Boucles de l'Aulne - Châteaulin 2012,1.1,1
252,GP Industria e Commercio - Tr. Città di San Vendemiano 2012,1.2U,1
253,Paris-Roubaix Espoirs 2012,1.2U,1
254,Race Horizon Park 2012,1.2,1
255,Skoda-Tour de Luxembourg 2012,2.HC,5
256,Trofeo Melinda - Val di Non 2012,1.1,1
257,Romanian Cycling Tour 2012,2.2,9
258,Trofeo Alcide Degasperi 2012,1.2,1
259,Coppa della Pace - Trofeo F.lli Anelli 2012,1.2,1
260,Grand Prix Südkärnten 2012,1.2,1
261,Memorial Philippe Van Coningsloo 2012,1.2,1
262,Riga Grand Prix 2012,1.2,1
263,Okolo Slovenska 2012,2.2,5
264,GP du canton d'Argovie / GP Gippingen 2012,1.1,1
265,Ronde de l'Oise 2012,2.2,4
266,National Championships Slovenia - ITT 2012,NC,1
267,Giro Ciclistico d'Italia 2012,2.2,10
268,National Championships Slovenia MJ - ITT 2012,NC,1
269,Ronde van Zeeland Seaports 2012,1.1,1
270,Internationale Thüringen-Rundfahrt U23 2012,2.2U,7
271,Garmin ProRace 2012,1.1,1
272,National Championships Macedonia - ITT 2012,NC,1
273,National Championships Denmark U23 - Road Race 2012,NC,1
274,Route du Sud - la Depêche du Midi 2012,2.1,4
275,Ster ZLM Toer GP Jan van Heeswijk 2012,2.1,4
276,Tour de Slovénie 2012,2.1,4
277,Boucles de la Mayenne 2012,2.2,4
278,National Championships Finland - ITT 2012,NC,1
279,National Championships Finland - Road Race 2012,NC,1
280,Flèche Ardennaise 2012,1.2,1
281,National Championships Norway U23 - Road Race 2012,NC,1
282,Halle-Ingooigem 2012,1.1,1
283,National Championships Estonia - ITT 2012,NC,1
284,National Championships Netherlands - ITT 2012,NC,1
285,National Championships Switzerland - ITT 2012,NC,1
286,National Championships Czech Republic - ITT 2012,NC,1
287,National Championships Denmark - ITT 2012,NC,1
288,National Championships France - ITT 2012,NC,1
289,National Championships Hungary - ITT 2012,NC,1
290,National Championships Ireland - ITT 2012,NC,1
291,National Championships Latvia - ITT 2012,NC,1
292,National Championships Luxembourg - ITT 2012,NC,1
293,National Championships Norway - ITT 2012,NC,1
294,National Championships Poland - ITT 2012,NC,1
295,National Championships Slovakia - ITT 2012,NC,1
296,National Championships Luxembourg 2012,NC,1
297,National Championships Poland U23 - ITT 2012,NC,1
298,National Championships  Estonia - Road Race 2012,NC,1
299,National Championships Azerbaijan - ITT 2012,NC,1
300,National Championships Belarus - ITT 2012,NC,1
301,National Championships Croatia - ITT 2012,NC,1
302,National Championships Georgia - ITT 2012,NC,1
303,National Championships Germany - ITT 2012,NC,1
304,National Championships Greece - ITT 2012,NC,1
305,National Championships Lithuania - ITT 2012,NC,1
306,National Championships Romania - ITT 2012,NC,1
307,National Championships Russia - ITT 2012,NC,1
308,National Championships Spain - ITT 2012,NC,1
309,National Championships Turkey - ITT 2012,NC,1
310,National Championships Ukraine - ITT 2012,NC,1
311,National TT Championships Portugal 2012,NC,1
312,National Championships Spain - Road Race 2012,NC,1
313,National Championships Italy - Road Race 2012,NC,1
314,National Championships Italy U23 - Road Race 2012,NC,1
315,National Championships Latvia - Road Race 2012,NC,1
316,National Championships Moldova - ITT 2012,NC,1
317,National Championships Serbia - ITT 2012,NC,1
318,National Championships Turkey - Road Race 2012,NC,1
319,National Championships Poland U23 - Road Race 2012,NC,1
320,National Championships Austria - Road Race 2012,NC,1
321,National Championships Azerbaijan - Road Race 2012,NC,1
322,National Championships Belarus - Road Race 2012,NC,1
323,National Championships Belgium - Road Race 2012,NC,1
324,National Championships Croatia - Road Race 2012,NC,1
325,National Championships Czech Republic - Road Race 2012,NC,1
326,National Championships Denmark - Road Race 2012,NC,1
327,National Championships France - Road Race 2012,NC,1
328,National Championships Georgia - Road Race 2012,NC,1
329,National Championships Germany - Road Race 2012,NC,1
330,National Championships Great Britain - Road Race 2012,NC,1
331,National Championships Greece - Road Race 2012,NC,1
332,National Championships Hungary - Road Race 2012,NC,1
333,National Championships Ireland - Road Race 2012,NC,1
334,National Championships Italy - ITT 2012,NC,1
335,National Championships Lithuania - Road Race 2012,NC,1
336,National Championships Luxembourg - Road Race 2012,NC,1
337,National Championships Macedonia - Road Race 2012,NC,1
338,National Championships Moldova - Road Race 2012,NC,1
339,National Championships Netherlands - Road Race 2012,NC,1
340,National Championships Norway - Road Race 2012,NC,1
341,National Championships Poland - Road Race 2012,NC,1
342,National Championships Romania - Road Race 2012,NC,1
343,National Championships Russia - Road Race 2012,NC,1
344,National Championships Serbia - Road Race 2012,NC,1
345,National Championships Slovakia - Road Race 2012,NC,1
346,National Championships Slovenia - Road Race 2012,NC,1
347,National Championships Spain - Road Race 2012,NC,1
348,National Championships Sweden - Road Race 2012,NC,1
349,National Championships Switzerland - Road Race 2012,NC,1
350,National Championships Ukraine - Road Race 2012,NC,1
351,National Championships Italy U23 - ITT 2012,NC,1
352,National Championships Sweden - ITT 2012,NC,1
353,Internationale Wielertrofee Jong Maar Moedig I.W.T 2012,1.2,1
354,Czech Cycling Tour 2012,2.2,4
355,Omloop Het Nieuwsblad Beloften/Circuit Het Nieuwsblad Espoirs 2012,1.2,1
356,Int. Osterreich-Rundfahrt-Tour of Austria 2012,2.HC,8
357,National Championships Bulgaria - Road Race 2012,NC,1
358,National Championships Albania - Road Race 2012,NC,1
359,Course Cycliste de Solidarnosc et des Champions Olympiques 2012,2.1,6
360,Sibiu Cycling Tour 2012,2.2,5
361,Giro del Medio Brenta 2012,1.2,1
362,GP de Pont a Marcq - La Ronde Pévèloise 2012,1.2,1
363,GP van de stad Geel 2012,1.2,1
364,GP Int. Torres Vedras - Trofeu Joaquim Agostinho 2012,2.2,4
365,GP Nobili Rubinetterie Coppa Citta di Stresa 2012,1.1,1
366,Giro Ciclistico della Valle d'Aosta Mont Blanc 2012,2.2U,7
367,Tour de Wallonie 2012,2.HC,5
368,Central European Tour Miskolc GP 2012,1.2,1
369,Central European Tour Budapest GP 2012,1.2,1
370,Grand Prix de la ville de Pérenchies 2012,1.2,1
371,Tour Alsace 2012,2.2,6
372,Prueba Villafranca-Ordiziako Klasika 2012,1.1,1
373,Dookola Mazowsza 2012,2.2,4
374,Kreiz Breizh Elites 2012,2.2,4
375,La Poly Normande 2012,1.1,1
376,Trofeo Matteotti 2012,1.1,1
377,Circuito de Getxo 'Memorial Ricardo Otxoa' 2012,1.1,1
378,Vuelta a Burgos 2012,2.HC,5
379,Paris - Corrèze 2012,2.1,2
380,Antwerpse Havenpijl 2012,1.2,1
381,Trofeo Internazionale Bastianelli 2012,1.2,1
382,Tour de l'Ain - La route du progrès 2012,2.1,6
383,Vuelta Ciclista a León 2012,2.2,5
384,La Mi-Août en Bretagne 2012,2.2,4
385,Tour of Szeklerland 2012,2.2,5
386,G.P. Camaiore 2012,1.1,1
387,Memorial Henryka Lasaka 2012,1.2,1
388,National Championships Iceland - Road Race 2012,NC,1
389,Gran Premio Sportivi di Poggiana - Trofeo Bonin Costruzioni 2012,1.2U,1
390,Puchar Uzdrowisk Karpackich 2012,1.2,1
391,Tour du Limousin 2012,2.HC,4
392,Volta a Portugal em Bicicleta 2012,2.1,11
393,GP Banca di Legnano - Coppa Bernocchi 2012,1.1,1
394,GP Capodarco - Comunità di Capodarco 2012,1.2,1
395,Coppa Agostoni - Giro della Brianza 2012,1.1,1
396,Dutch Food Valley Classic 2012,1.1,1
397,Tre Valli Varesine 2012,1.HC,1
398,National Championships Bosnia and Herzegovina - Road Race 2012,NC,1
399,Grand Prix Kralovehradeckeho kraje 2012,1.2,1
400,National Championships France MJ - Road Race 2012,NC,1
401,Puchar Ministra Obrony Narodowej 2012,1.2,1
402,Chateauroux Classic de l'Indre Trophee Fenioux 2012,1.1,1
403,GP Stad Zottegem 2012,1.1,1
404,Tour du Poitou Charentes 2012,2.1,5
405,Baltic Chain Tour 2012,2.2,5
406,Grand Prix des Marbriers 2012,1.2,1
407,Post Danmark Rundt 2012,2.HC,6
408,Druivenkoers - Overijse 2012,1.1,1
409,GP Industria Commercio Artigianato Carnaghese 2012,1.1,1
410,83th Giro Del Veneto - Coppa Placci 2012,1.1,1
411,Schaal Sels 2012,1.1,1
412,Ljubljana - Zagreb 2012,1.2,1
413,Ronde van Midden-Nederland 2012,1.2,1
414,World Ports Classic 2012,2.1,2
415,Grote Prijs Jef Scherens - Rondom Leuven 2012,1.1,1
416,National Championships Great Britain - ITT 2012,NC,1
417,Tour du Doubs - Conseil General 2012,1.1,1
418,Kernen Omloop Echt-Susteren 2012,1.2,1
419,Memorial Davide Fardelli - Cronometro Individuale 2012,1.2,1
420,National Championships Great Britain -  ITT 2012,NC,1
421,Giro di Padania 2012,2.1,6
422,Memorial Rik Van Steenbergen 2012,1.1,1
423,Okolo Jižních Čech 2012,2.2,4
424,Paris-Bruxelles 2012,1.HC,1
425,GP de Fourmies - La Voix du Nord 2012,1.HC,1
426,Tour of Britain 2012,2.1,8
427,Chrono Champenois Masculin International 2012,1.2,1
428,Tour of Bulgaria 2012,2.2,8
429,Grand Prix de Wallonie 2012,1.1,1
430,Grand Prix de la Somme « Conseil Général 80 » 2012,1.1,1
431,Kampioenschap van Vlaanderen 2012,1.1,1
432,GP Impanis - Van Petegem 2012,1.1,1
433,Memorial Marco Pantani - Trofeo Sidermac 2012,1.1,1
434,GP Industria & Commercio di Prato 2012,1.1,1
435,Grand Prix d'Isbergues - Pas de Calais 2012,1.1,1
436,Tour Bohemia 2012,1.2,1
437,Trofeo G. Bianchin 2012,1.2,1
438,Omloop van het Houtland 2012,1.1,1
439,Tour of Vojvodina I 2012,1.2,1
440,De Kustpijl 2012,1.2,1
441,Tour of Vojvodina II 2012,1.2,1
442,Gooikse Pijl 2012,1.2,1
443,Ruota d'Oro - GP Festa del Perdono 2012,1.2,1
444,Milano-Torino 2012,1.HC,1
445,Gran Piemonte 2012,1.HC,1
446,Eurométropole Tour 2012,2.1,4
447,Duo Normand 2012,1.1,1
448,Binche-Tournai-Binche/ Mémorial Frank Vandenbroucke 2012,1.1,1
449,Sparkassen Münsterland Giro 2012,1.1,1
450,Gran Premio Città di Peccioli - Coppa Sabatini 2012,1.1,1
451,Paris-Bourges 2012,1.1,1
452,Giro dell'Emilia 2012,1.HC,1
453,Piccolo Giro di Lombardia 2012,1.2,1
454,Paris - Tours 2012,1.HC,1
455,Gran Premio Bruno Beghelli 2012,1.1,1
456,Paris-Tours Espoirs 2012,1.2U,1
457,Nationale Sluitingprijs Putte - Kapellen 2012,1.1,1
458,Tour de Vendée 2012,1.HC,1
459,Chrono des Nations 2012,1.1,1
460,National Championships New Zealand - ITT 2012,NC,1
461,National Championships Australia - Road Race 2012,NC,1
462,National Championships New Zealand - Road Race 2012,NC,1
463,National Championships Australia - ITT 2012,NC,1
464,New Zealand Cycle Classic 2012,2.2,5
465,Oceania Cycling Championships - ITT 2012,CC,1
